ORDER,1,82,8189,pending,11/01/2023,card_5679ffe0
OLI,85,14,9
OLI,841,14,7
OLI,876,14,9
OLI,829,14,9
OLI,843,14,6
OLI,318,14,7
OLI,608,14,10
OLI,27,14,8
OLI,171,14,6
OLI,263,14,7
OLI,825,14,3
OLI,262,14,7
OLI,607,14,5
ORDER,15,636,679,pending,11/01/2023,card_03bb7ea0
OLI,453,15,2
OLI,872,15,9
OLI,895,15,8
OLI,74,15,3
OLI,50,15,6
OLI,974,15,9
OLI,15,15,8
OLI,658,15,10
OLI,590,15,9
OLI,242,15,5
OLI,572,15,3
OLI,335,15,8
OLI,830,15,4
OLI,989,15,1
OLI,109,15,6
OLI,346,15,4
OLI,356,15,6
OLI,124,15,10
ORDER,16,563,8308,pending,11/01/2023,card_90e8cccb
OLI,327,16,8
OLI,119,16,3
OLI,146,16,2
OLI,830,16,6
OLI,670,16,10
OLI,562,16,1
OLI,500,16,10
OLI,920,16,8
OLI,798,16,6
OLI,153,16,9
OLI,78,16,6
OLI,341,16,1
OLI,833,16,8
OLI,615,16,1
OLI,711,16,8
OLI,990,16,3
OLI,977,16,4
OLI,206,16,2
OLI,740,16,9
OLI,454,16,8
OLI,837,16,7
OLI,560,16,8
OLI,110,16,1
ORDER,17,101,9681,pending,11/01/2023,card_ed7ad555
OLI,436,17,3
OLI,959,17,3
OLI,974,17,1
OLI,575,17,8
OLI,461,17,1
OLI,310,17,9
OLI,320,17,3
OLI,474,17,1
OLI,829,17,1
OLI,329,17,1
OLI,749,17,9
OLI,466,17,9
OLI,787,17,2
OLI,904,17,10
OLI,100,17,2
OLI,953,17,1
OLI,876,17,6
OLI,210,17,1
OLI,291,17,9
OLI,890,17,8
OLI,797,17,4
OLI,175,17,8
OLI,656,17,1
ORDER,18,407,9778,pending,11/01/2023,card_b6112de6
OLI,992,18,8
OLI,8,18,1
OLI,340,18,3
OLI,325,18,5
OLI,852,18,4
OLI,310,18,4
OLI,216,18,10
OLI,939,18,10
OLI,938,18,10
OLI,318,18,1
OLI,191,18,4
OLI,83,18,5
OLI,718,18,5
OLI,440,18,8
OLI,97,18,4
OLI,423,18,2
ORDER,19,152,4910,pending,11/01/2023,card_aa349be6
OLI,743,19,9
OLI,567,19,1
OLI,945,19,4
OLI,88,19,9
OLI,202,19,5
OLI,867,19,10
OLI,43,19,4
OLI,846,19,3
OLI,802,19,10
OLI,93,19,1
OLI,478,19,3
OLI,270,19,3
OLI,614,19,6
OLI,994,19,5
OLI,923,19,1
OLI,388,19,3
OLI,882,19,9
OLI,80,19,3
OLI,64,19,1
OLI,325,19,2
ORDER,20,858,4771,pending,11/01/2023,card_453bc473
OLI,838,20,7
OLI,789,20,7
OLI,968,20,7
OLI,613,20,10
OLI,230,20,8
OLI,248,20,9
OLI,724,20,6
OLI,12,20,6
OLI,888,20,9
OLI,472,20,10
OLI,119,20,5
OLI,523,20,4
OLI,985,20,5
OLI,325,20,2
OLI,528,20,4
OLI,97,20,5
OLI,406,20,3
OLI,42,20,5
ORDER,21,18,3393,pending,11/01/2023,card_5d98bf37
OLI,967,21,9
OLI,259,21,2
OLI,641,21,8
OLI,463,21,7
OLI,495,21,8
OLI,933,21,7
OLI,527,21,1
OLI,783,21,8
OLI,11,21,8
OLI,225,21,7
OLI,749,21,9
OLI,366,21,2
OLI,531,21,1
OLI,800,21,7
OLI,891,21,9
OLI,303,21,4
OLI,966,21,7
OLI,431,21,6
ORDER,22,220,6474,pending,11/01/2023,card_630d4716
OLI,531,22,3
OLI,775,22,5
OLI,621,22,10
OLI,757,22,3
OLI,41,22,8
OLI,25,22,7
OLI,115,22,4
OLI,912,22,2
OLI,369,22,3
OLI,188,22,6
OLI,816,22,8
OLI,475,22,7
OLI,125,22,7
ORDER,23,142,8906,pending,11/01/2023,card_4290bb59
OLI,552,23,3
OLI,128,23,2
OLI,76,23,8
OLI,145,23,7
OLI,372,23,9
OLI,284,23,2
OLI,725,23,10
OLI,349,23,2
OLI,682,23,7
OLI,316,23,7
OLI,283,23,8
OLI,908,23,7
OLI,122,23,5
OLI,490,23,3
OLI,547,23,3
OLI,85,23,7
OLI,151,23,8
OLI,550,23,7
OLI,810,23,9
OLI,16,23,3
OLI,985,23,7
ORDER,24,84,5459,pending,11/01/2023,card_66f0fc94
OLI,310,24,8
OLI,259,24,9
OLI,654,24,4
OLI,810,24,3
OLI,3,24,6
OLI,410,24,2
OLI,429,24,2
OLI,902,24,7
OLI,681,24,8
OLI,860,24,10
OLI,48,24,5
OLI,243,24,8
OLI,911,24,4
OLI,160,24,6
OLI,830,24,7
OLI,488,24,8
ORDER,25,595,1739,pending,11/01/2023,card_748a5695
OLI,212,25,10
OLI,522,25,6
OLI,69,25,7
OLI,328,25,7
OLI,32,25,9
OLI,599,25,10
OLI,915,25,2
OLI,430,25,4
OLI,676,25,9
OLI,740,25,4
OLI,133,25,5
OLI,886,25,4
OLI,231,25,8
OLI,760,25,5
OLI,856,25,4
OLI,49,25,8
OLI,527,25,1
OLI,132,25,4
OLI,930,25,10
OLI,717,25,9
ORDER,26,239,5101,pending,11/01/2023,card_66b260ef
OLI,591,26,8
OLI,309,26,1
OLI,972,26,5
OLI,45,26,7
OLI,377,26,7
OLI,649,26,5
OLI,497,26,6
OLI,739,26,6
OLI,818,26,1
OLI,848,26,10
OLI,162,26,4
OLI,840,26,8
OLI,14,26,5
OLI,246,26,6
OLI,197,26,9
OLI,505,26,4
OLI,202,26,1
OLI,869,26,9
OLI,577,26,5
OLI,594,26,4
OLI,574,26,6
OLI,296,26,8
OLI,71,26,8
ORDER,27,539,6413,pending,11/01/2023,card_2862dc55
OLI,337,27,5
OLI,927,27,10
OLI,658,27,8
OLI,965,27,2
OLI,735,27,2
OLI,771,27,2
OLI,394,27,1
OLI,749,27,3
OLI,387,27,2
OLI,397,27,9
OLI,508,27,4
OLI,878,27,6
OLI,137,27,10
OLI,969,27,2
OLI,628,27,5
OLI,664,27,2
OLI,303,27,3
OLI,460,27,3
OLI,649,27,6
OLI,159,27,9
OLI,53,27,7
OLI,779,27,9
OLI,113,27,5
ORDER,28,301,2572,pending,11/01/2023,card_f1ab3629
OLI,366,28,3
OLI,979,28,7
OLI,13,28,1
OLI,501,28,6
OLI,862,28,4
OLI,223,28,7
OLI,679,28,3
OLI,998,28,7
OLI,524,28,7
OLI,330,28,7
OLI,931,28,5
OLI,470,28,9
OLI,997,28,4
OLI,87,28,10
OLI,987,28,10
OLI,123,28,5
OLI,144,28,1
OLI,727,28,4
OLI,734,28,2
OLI,906,28,1
OLI,38,28,8
OLI,152,28,1
OLI,27,28,3
OLI,745,28,4
OLI,48,28,6
OLI,275,28,8
ORDER,29,66,1598,pending,11/01/2023,card_eb835110
OLI,870,29,1
OLI,254,29,5
OLI,998,29,10
OLI,985,29,5
OLI,954,29,5
OLI,153,29,1
OLI,728,29,3
OLI,498,29,3
OLI,268,29,1
OLI,81,29,7
OLI,94,29,6
OLI,301,29,4
OLI,749,29,5
OLI,577,29,6
OLI,931,29,8
OLI,187,29,3
OLI,634,29,5
OLI,719,29,10
OLI,283,29,2
OLI,157,29,7
OLI,29,29,9
OLI,46,29,8
OLI,168,29,6
OLI,934,29,5
OLI,235,29,10
ORDER,30,145,2481,pending,11/01/2023,card_37349f77
OLI,462,30,8
OLI,935,30,9
OLI,318,30,2
OLI,679,30,4
OLI,931,30,1
OLI,614,30,7
OLI,964,30,1
OLI,141,30,10
OLI,414,30,3
OLI,736,30,7
OLI,709,30,3
OLI,394,30,7
OLI,287,30,4
OLI,53,30,6
OLI,880,30,4
OLI,831,30,6
OLI,272,30,2
OLI,930,30,3
OLI,423,30,4
OLI,513,30,5
OLI,726,30,9
ORDER,31,683,3273,pending,11/01/2023,card_87ef47e3
OLI,69,31,8
OLI,393,31,8
OLI,360,31,1
OLI,828,31,10
OLI,226,31,7
OLI,603,31,2
OLI,331,31,1
OLI,630,31,8
OLI,665,31,2
OLI,130,31,5
OLI,20,31,5
OLI,667,31,6
OLI,605,31,3
OLI,655,31,10
OLI,246,31,10
OLI,349,31,9
OLI,579,31,3
OLI,290,31,10
OLI,942,31,10
OLI,701,31,4
ORDER,32,388,8125,pending,11/01/2023,card_5b10f63b
OLI,515,32,1
OLI,541,32,8
OLI,77,32,10
OLI,702,32,5
OLI,3,32,8
OLI,917,32,1
OLI,40,32,4
OLI,584,32,5
OLI,226,32,1
OLI,348,32,7
OLI,863,32,6
OLI,408,32,5
OLI,557,32,2
OLI,770,32,2
OLI,809,32,8
OLI,238,32,7
OLI,601,32,6
OLI,449,32,1
OLI,300,32,2
OLI,241,32,10
OLI,589,32,8
ORDER,33,133,9837,pending,11/01/2023,card_e91a8a42
OLI,954,33,5
OLI,882,33,4
OLI,667,33,8
OLI,645,33,5
OLI,792,33,5
OLI,407,33,8
OLI,926,33,7
OLI,991,33,8
OLI,928,33,2
OLI,683,33,8
OLI,673,33,10
OLI,28,33,6
OLI,410,33,6
OLI,224,33,5
OLI,392,33,7
OLI,241,33,9
OLI,741,33,5
OLI,999,33,5
OLI,831,33,10
ORDER,34,90,9481,pending,11/01/2023,card_af1bbf82
OLI,446,34,4
OLI,382,34,5
OLI,828,34,3
OLI,684,34,7
OLI,939,34,7
OLI,783,34,4
OLI,243,34,1
OLI,466,34,2
OLI,517,34,1
OLI,173,34,5
OLI,657,34,4
OLI,637,34,4
OLI,557,34,8
OLI,726,34,10
OLI,612,34,3
OLI,400,34,9
OLI,629,34,3
OLI,994,34,8
OLI,566,34,6
ORDER,35,519,7987,pending,11/01/2023,card_7be74ba9
OLI,375,35,2
OLI,407,35,4
OLI,736,35,1
OLI,734,35,2
OLI,542,35,10
OLI,581,35,3
OLI,778,35,5
OLI,712,35,1
OLI,364,35,8
OLI,25,35,7
OLI,491,35,10
OLI,235,35,2
OLI,430,35,5
OLI,638,35,6
OLI,458,35,7
OLI,89,35,4
OLI,253,35,8
OLI,630,35,3
OLI,264,35,3
OLI,916,35,7
ORDER,36,957,8783,pending,11/01/2023,card_a9b19d4b
OLI,184,36,10
OLI,303,36,7
OLI,591,36,8
OLI,424,36,4
OLI,138,36,6
OLI,488,36,2
OLI,736,36,5
OLI,887,36,1
OLI,810,36,2
OLI,439,36,4
OLI,830,36,9
OLI,728,36,1
OLI,759,36,10
OLI,363,36,9
OLI,94,36,9
OLI,879,36,1
OLI,250,36,6
OLI,517,36,1
OLI,101,36,9
OLI,787,36,8
ORDER,37,139,6657,pending,11/01/2023,card_5627449d
OLI,66,37,6
OLI,348,37,10
OLI,885,37,5
OLI,509,37,4
OLI,280,37,3
OLI,799,37,8
OLI,597,37,4
OLI,334,37,2
OLI,355,37,5
OLI,723,37,5
OLI,484,37,4
OLI,373,37,1
OLI,600,37,2
OLI,139,37,8
OLI,38,37,9
OLI,339,37,1
OLI,911,37,7
OLI,178,37,3
OLI,195,37,8
OLI,659,37,7
OLI,286,37,10
OLI,258,37,8
ORDER,38,733,9326,pending,11/01/2023,card_2e34ccb7
OLI,935,38,5
OLI,111,38,10
OLI,558,38,1
OLI,254,38,6
OLI,744,38,7
OLI,660,38,10
OLI,932,38,9
OLI,971,38,10
OLI,125,38,8
OLI,717,38,2
OLI,918,38,5
OLI,671,38,7
OLI,295,38,7
OLI,762,38,8
ORDER,39,627,2718,pending,11/01/2023,card_fcba0174
OLI,323,39,5
OLI,284,39,9
OLI,427,39,2
OLI,737,39,5
OLI,864,39,1
OLI,615,39,1
OLI,561,39,3
OLI,707,39,4
OLI,460,39,7
OLI,197,39,4
OLI,131,39,4
OLI,508,39,9
OLI,726,39,8
OLI,861,39,2
OLI,639,39,8
OLI,248,39,9
OLI,162,39,5
OLI,841,39,3
OLI,866,39,10
OLI,827,39,2
OLI,100,39,4
OLI,710,39,6
OLI,972,39,4
OLI,377,39,10
OLI,569,39,2
OLI,904,39,10
OLI,20,39,4
ORDER,40,138,4411,pending,11/01/2023,card_d7730963
OLI,902,40,7
OLI,636,40,3
OLI,631,40,3
OLI,352,40,1
OLI,935,40,6
OLI,175,40,2
OLI,433,40,6
OLI,147,40,1
OLI,600,40,6
OLI,844,40,6
OLI,607,40,10
OLI,784,40,8
OLI,453,40,7
OLI,834,40,6
OLI,598,40,9
OLI,559,40,3
OLI,324,40,8
OLI,605,40,7
OLI,741,40,7
OLI,867,40,8
OLI,229,40,1
OLI,127,40,9
ORDER,41,880,9138,pending,11/01/2023,card_2d0924a9
OLI,988,41,9
OLI,220,41,2
OLI,418,41,5
OLI,848,41,1
OLI,172,41,6
OLI,635,41,1
OLI,976,41,4
OLI,646,41,5
OLI,910,41,10
OLI,753,41,6
OLI,257,41,6
OLI,581,41,5
OLI,252,41,9
OLI,323,41,8
OLI,760,41,7
OLI,73,41,9
OLI,882,41,9
OLI,30,41,3
OLI,387,41,10
ORDER,42,409,8233,pending,11/01/2023,card_8a2d6484
OLI,912,42,9
OLI,871,42,2
OLI,571,42,9
OLI,344,42,10
OLI,235,42,1
OLI,30,42,2
OLI,971,42,8
OLI,427,42,10
OLI,383,42,5
OLI,372,42,2
OLI,890,42,3
OLI,672,42,8
OLI,75,42,2
OLI,87,42,10
OLI,545,42,10
OLI,21,42,1
OLI,959,42,5
ORDER,43,122,7589,pending,11/01/2023,card_8c68f01e
OLI,831,43,5
OLI,993,43,5
OLI,403,43,3
OLI,120,43,4
OLI,663,43,2
OLI,698,43,6
OLI,754,43,2
OLI,324,43,2
OLI,885,43,4
OLI,509,43,10
OLI,287,43,1
OLI,76,43,2
OLI,682,43,2
OLI,358,43,7
OLI,575,43,10
OLI,658,43,8
OLI,669,43,10
OLI,66,43,3
OLI,89,43,2
OLI,172,43,3
OLI,399,43,8
OLI,534,43,10
ORDER,44,927,8816,pending,11/01/2023,card_6c101b73
OLI,250,44,4
OLI,814,44,7
OLI,332,44,4
OLI,419,44,5
OLI,128,44,2
OLI,870,44,10
OLI,503,44,4
OLI,686,44,10
OLI,464,44,8
OLI,633,44,3
OLI,163,44,1
OLI,922,44,8
OLI,637,44,9
OLI,32,44,1
OLI,326,44,3
OLI,750,44,9
OLI,97,44,9
OLI,459,44,4
OLI,693,44,6
ORDER,45,385,1737,pending,11/01/2023,card_d794638c
OLI,968,45,5
OLI,987,45,4
OLI,145,45,8
OLI,269,45,3
OLI,496,45,7
OLI,485,45,7
OLI,612,45,1
OLI,691,45,3
OLI,431,45,5
OLI,384,45,10
OLI,894,45,5
OLI,47,45,2
OLI,404,45,6
OLI,95,45,5
OLI,415,45,1
OLI,943,45,10
OLI,353,45,3
OLI,232,45,6
OLI,292,45,10
ORDER,46,620,2935,pending,11/01/2023,card_b0cbe5de
OLI,75,46,7
OLI,962,46,3
OLI,52,46,5
OLI,884,46,10
OLI,442,46,9
OLI,617,46,2
OLI,547,46,10
OLI,548,46,8
OLI,653,46,10
OLI,157,46,4
OLI,591,46,8
OLI,406,46,3
OLI,319,46,10
OLI,1000,46,8
OLI,201,46,1
OLI,625,46,6
OLI,156,46,1
OLI,694,46,2
OLI,385,46,6
ORDER,47,242,9843,pending,11/01/2023,card_d6c7e0e7
OLI,721,47,10
OLI,573,47,7
OLI,837,47,7
OLI,129,47,5
OLI,332,47,4
OLI,655,47,1
OLI,921,47,6
OLI,707,47,9
OLI,285,47,6
OLI,636,47,3
OLI,420,47,3
OLI,284,47,4
OLI,17,47,2
OLI,103,47,7
OLI,681,47,1
OLI,67,47,2
OLI,690,47,5
OLI,70,47,4
ORDER,48,375,4555,pending,11/01/2023,card_d8c20dfa
OLI,690,48,9
OLI,35,48,2
OLI,436,48,2
OLI,554,48,6
OLI,316,48,5
OLI,68,48,10
OLI,510,48,10
OLI,516,48,2
OLI,220,48,9
OLI,692,48,1
OLI,236,48,7
OLI,482,48,6
OLI,536,48,8
OLI,874,48,5
OLI,615,48,6
OLI,308,48,1
OLI,953,48,4
OLI,155,48,2
OLI,929,48,3
OLI,594,48,10
ORDER,49,318,578,pending,11/01/2023,card_2df161ac
OLI,282,49,2
OLI,508,49,4
OLI,45,49,7
OLI,424,49,1
OLI,793,49,6
OLI,450,49,9
OLI,425,49,1
OLI,168,49,4
OLI,997,49,3
OLI,934,49,8
OLI,855,49,10
OLI,476,49,6
OLI,522,49,5
OLI,530,49,7
OLI,920,49,7
OLI,559,49,5
OLI,87,49,7
OLI,580,49,3
OLI,803,49,3
OLI,307,49,5
ORDER,50,566,3209,pending,11/01/2023,card_de40bfe1
OLI,44,50,6
OLI,358,50,5
OLI,961,50,1
OLI,709,50,10
OLI,275,50,1
OLI,553,50,8
OLI,375,50,10
OLI,25,50,2
OLI,67,50,7
OLI,563,50,8
OLI,195,50,3
OLI,785,50,2
OLI,974,50,7
OLI,535,50,7
OLI,419,50,5
OLI,232,50,2
OLI,636,50,8
OLI,617,50,4
OLI,28,50,4
OLI,503,50,2
